order_id,gross_cents,discount_cents,net_cents,cost_cents,contribution_cents,quantity,order_date,order_time,server_id,table_number,party_size,channel,status,discount_percent,payment_method,service_minutes,check_duration_minutes,server_name,month,weekday,hour,discount_band
109682,10225,0,10225,3754,6471,6,2026-05-03,12:03:00,8,11.000000,3.000000,dine_in,completed,0,Debit Card,15.000000,50.000000,Server 08,2026-05,6,12,full_price
109683,6150,0,6150,2028,4122,5,2026-05-03,12:09:00,5,6.000000,2.000000,dine_in,completed,0,Credit Card,19.000000,65.000000,Server 05,2026-05,6,12,full_price
109684,6275,0,6275,2392,3883,4,2026-05-03,12:11:00,8,7.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,76.000000,Server 08,2026-05,6,12,full_price
109685,5875,0,5875,2444,3431,2,2026-05-03,12:12:00,8,,,takeaway,completed,0,Credit Card,24.000000,24.000000,Server 08,2026-05,6,12,full_price
109686,7775,0,7775,2538,5237,6,2026-05-03,12:12:00,9,,,takeaway,completed,0,Credit Card,26.000000,26.000000,Server 09,2026-05,6,12,full_price
109687,11775,1178,10597,3884,6713,9,2026-05-03,12:13:00,4,,,takeaway,completed,10,Credit Card,18.000000,18.000000,Server 04,2026-05,6,12,discounted
109688,12500,1251,11249,4389,6860,8,2026-05-03,12:17:00,6,12.000000,4.000000,dine_in,completed,10,Credit Card,14.000000,75.000000,Server 06,2026-05,6,12,discounted
109689,6100,610,5490,1934,3556,4,2026-05-03,12:27:00,4,2.000000,2.000000,dine_in,completed,10,Debit Card,13.000000,65.000000,Server 04,2026-05,6,12,discounted
109690,5000,0,5000,1528,3472,4,2026-05-03,12:59:00,6,1.000000,2.000000,dine_in,completed,0,Credit Card,16.000000,66.000000,Server 06,2026-05,6,12,full_price
109691,8225,0,8225,2444,5781,7,2026-05-03,13:11:00,4,9.000000,3.000000,dine_in,completed,0,Debit Card,27.000000,62.000000,Server 04,2026-05,6,13,full_price
109692,14450,1446,13004,4399,8605,11,2026-05-03,13:25:00,6,21.000000,5.000000,dine_in,completed,10,Credit Card,26.000000,46.000000,Server 06,2026-05,6,13,discounted
109693,2675,0,2675,884,1791,2,2026-05-03,13:30:00,9,3.000000,1.000000,dine_in,completed,0,Credit Card,22.000000,77.000000,Server 09,2026-05,6,13,full_price
109694,13325,0,13325,4242,9083,10,2026-05-03,13:35:00,8,,,takeaway,completed,0,Credit Card,21.000000,21.000000,Server 08,2026-05,6,13,full_price
109695,5525,0,5525,1632,3893,5,2026-05-03,13:40:00,6,2.000000,2.000000,dine_in,completed,0,Credit Card,22.000000,37.000000,Server 06,2026-05,6,13,full_price
109696,5325,0,5325,1768,3557,3,2026-05-03,13:41:00,5,,,takeaway,completed,0,Credit Card,22.000000,22.000000,Server 05,2026-05,6,13,full_price
109697,18100,0,18100,5917,12183,13,2026-05-03,13:46:00,5,,,takeaway,completed,0,Credit Card,21.000000,21.000000,Server 05,2026-05,6,13,full_price
109698,6050,0,6050,1830,4220,5,2026-05-03,13:52:00,7,4.000000,2.000000,dine_in,completed,0,Debit Card,16.000000,55.000000,Server 07,2026-05,6,13,full_price
109699,7275,0,7275,2298,4977,6,2026-05-03,13:58:00,4,5.000000,2.000000,dine_in,completed,0,Credit Card,9.000000,64.000000,Server 04,2026-05,6,13,full_price
109700,5750,576,5174,1862,3312,4,2026-05-03,13:59:00,4,6.000000,2.000000,dine_in,completed,10,Credit Card,12.000000,85.000000,Server 04,2026-05,6,13,discounted
109701,6600,0,6600,1934,4666,6,2026-05-03,14:46:00,7,1.000000,2.000000,dine_in,completed,0,Credit Card,18.000000,56.000000,Server 07,2026-05,6,14,full_price
109702,8525,0,8525,2642,5883,6,2026-05-03,14:52:00,8,9.000000,3.000000,dine_in,completed,0,Debit Card,21.000000,44.000000,Server 08,2026-05,6,14,full_price
109703,4050,0,4050,1258,2792,4,2026-05-03,15:11:00,7,2.000000,1.000000,dine_in,completed,0,Debit Card,20.000000,68.000000,Server 07,2026-05,6,15,full_price
109704,8625,0,8625,2798,5827,5,2026-05-03,15:28:00,4,,,takeaway,completed,0,Cash,26.000000,26.000000,Server 04,2026-05,6,15,full_price
109705,9125,0,9125,2798,6327,7,2026-05-03,15:51:00,6,,,takeaway,completed,0,Credit Card,25.000000,25.000000,Server 06,2026-05,6,15,full_price
109706,3575,0,3575,1040,2535,3,2026-05-03,16:05:00,7,1.000000,1.000000,dine_in,completed,0,Debit Card,15.000000,42.000000,Server 07,2026-05,6,16,full_price
109707,13350,1336,12014,4867,7147,9,2026-05-03,16:09:00,5,9.000000,4.000000,dine_in,completed,10,Debit Card,18.000000,67.000000,Server 05,2026-05,6,16,discounted
109708,9650,0,9650,3328,6322,7,2026-05-03,16:42:00,4,10.000000,3.000000,dine_in,completed,0,Credit Card,19.000000,84.000000,Server 04,2026-05,6,16,full_price
109709,9950,0,9950,3038,6912,8,2026-05-03,16:47:00,6,11.000000,4.000000,dine_in,completed,0,Credit Card,21.000000,65.000000,Server 06,2026-05,6,16,full_price
109710,6925,0,6925,2231,4694,5,2026-05-03,16:56:00,6,,,takeaway,completed,0,Cash,18.000000,18.000000,Server 06,2026-05,6,16,full_price
109711,6925,0,6925,2194,4731,4,2026-05-03,17:12:00,9,,,takeaway,completed,0,Cash,19.000000,19.000000,Server 09,2026-05,6,17,full_price
109712,6350,636,5714,2002,3712,5,2026-05-03,17:24:00,6,1.000000,2.000000,dine_in,completed,10,Debit Card,16.000000,57.000000,Server 06,2026-05,6,17,discounted
109713,3525,0,3525,1040,2485,3,2026-05-03,17:25:00,7,2.000000,1.000000,dine_in,completed,0,Debit Card,16.000000,56.000000,Server 07,2026-05,6,17,full_price
109714,6425,0,6425,2090,4335,5,2026-05-03,17:27:00,8,,,takeaway,completed,0,Cash,25.000000,25.000000,Server 08,2026-05,6,17,full_price
109715,9225,0,9225,2974,6251,7,2026-05-03,17:27:00,4,9.000000,3.000000,dine_in,completed,0,Credit Card,16.000000,37.000000,Server 04,2026-05,6,17,full_price
109716,8925,0,8925,2974,5951,5,2026-05-03,17:32:00,6,,,takeaway,completed,0,Cash,24.000000,24.000000,Server 06,2026-05,6,17,full_price
109717,6625,663,5962,2100,3862,5,2026-05-03,17:42:00,6,12.000000,3.000000,dine_in,completed,10,Cash,20.000000,60.000000,Server 06,2026-05,6,17,discounted
109718,8250,1650,6600,2818,3782,5,2026-05-03,17:57:00,7,,,takeaway,completed,20,Credit Card,26.000000,26.000000,Server 07,2026-05,6,17,discounted
109719,1775,0,1775,624,1151,1,2026-05-03,18:04:00,8,,,takeaway,completed,0,Debit Card,23.000000,23.000000,Server 08,2026-05,6,18,full_price
109720,7675,0,7675,2444,5231,5,2026-05-03,18:07:00,4,9.000000,3.000000,dine_in,completed,0,Credit Card,20.000000,58.000000,Server 04,2026-05,6,18,full_price
109721,4600,0,4600,1404,3196,3,2026-05-03,18:09:00,8,3.000000,2.000000,dine_in,completed,0,Cash,19.000000,34.000000,Server 08,2026-05,6,18,full_price
109722,16825,0,16825,5855,10970,11,2026-05-03,18:12:00,6,21.000000,5.000000,dine_in,completed,0,Debit Card,14.000000,67.000000,Server 06,2026-05,6,18,full_price
109723,7000,0,7000,2460,4540,5,2026-05-03,18:12:00,7,4.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,68.000000,Server 07,2026-05,6,18,full_price
109724,12350,0,12350,4654,7696,7,2026-05-03,18:14:00,4,,,takeaway,completed,0,Credit Card,18.000000,18.000000,Server 04,2026-05,6,18,full_price
109725,3325,333,2992,1196,1796,2,2026-05-03,18:16:00,6,5.000000,1.000000,dine_in,completed,10,Credit Card,18.000000,78.000000,Server 06,2026-05,6,18,discounted
109726,5125,0,5125,1508,3617,5,2026-05-03,18:23:00,8,1.000000,2.000000,dine_in,completed,0,Debit Card,22.000000,59.000000,Server 08,2026-05,6,18,full_price
109727,3000,0,3000,1040,1960,2,2026-05-03,18:25:00,6,2.000000,1.000000,dine_in,completed,0,Credit Card,18.000000,71.000000,Server 06,2026-05,6,18,full_price
109728,4600,0,4600,1498,3102,3,2026-05-03,18:27:00,9,6.000000,2.000000,dine_in,completed,0,Cash,21.000000,70.000000,Server 09,2026-05,6,18,full_price
109729,12675,0,12675,4307,8368,9,2026-05-03,18:31:00,6,10.000000,4.000000,dine_in,completed,0,Credit Card,19.000000,72.000000,Server 06,2026-05,6,18,full_price
109730,6700,0,6700,2413,4287,4,2026-05-03,18:34:00,9,,,takeaway,completed,0,Cash,23.000000,23.000000,Server 09,2026-05,6,18,full_price
109731,9150,916,8234,3110,5124,6,2026-05-03,18:37:00,8,,,takeaway,completed,10,Cash,23.000000,23.000000,Server 08,2026-05,6,18,discounted
109732,3225,0,3225,894,2331,3,2026-05-03,18:38:00,5,7.000000,1.000000,dine_in,completed,0,Credit Card,26.000000,69.000000,Server 05,2026-05,6,18,full_price
109733,6175,0,6175,1872,4303,5,2026-05-03,18:40:00,7,8.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,68.000000,Server 07,2026-05,6,18,full_price
109734,5250,0,5250,1716,3534,4,2026-05-03,18:40:00,7,,,takeaway,completed,0,Credit Card,26.000000,26.000000,Server 07,2026-05,6,18,full_price
109736,12950,0,12950,4566,8384,9,2026-05-03,18:41:00,6,11.000000,4.000000,dine_in,completed,0,Credit Card,22.000000,73.000000,Server 06,2026-05,6,18,full_price
109737,11725,0,11725,3868,7857,9,2026-05-03,18:48:00,4,12.000000,4.000000,dine_in,completed,0,Cash,15.000000,87.000000,Server 04,2026-05,6,18,full_price
109738,5675,0,5675,2090,3585,3,2026-05-03,18:51:00,6,3.000000,2.000000,dine_in,completed,0,Credit Card,26.000000,68.000000,Server 06,2026-05,6,18,full_price
109739,12000,0,12000,3826,8174,9,2026-05-03,18:52:00,5,22.000000,5.000000,dine_in,completed,0,Credit Card,19.000000,66.000000,Server 05,2026-05,6,18,full_price
109740,11725,0,11725,3993,7732,8,2026-05-03,19:09:00,5,,,takeaway,completed,0,Credit Card,27.000000,27.000000,Server 05,2026-05,6,19,full_price
109741,13025,0,13025,4388,8637,9,2026-05-03,19:22:00,9,9.000000,4.000000,dine_in,completed,0,Credit Card,17.000000,55.000000,Server 09,2026-05,6,19,full_price
109742,9650,0,9650,3006,6644,7,2026-05-03,19:28:00,4,,,takeaway,completed,0,Credit Card,25.000000,25.000000,Server 04,2026-05,6,19,full_price
109743,3050,0,3050,904,2146,3,2026-05-03,19:30:00,7,1.000000,1.000000,dine_in,completed,0,Debit Card,19.000000,49.000000,Server 07,2026-05,6,19,full_price
109744,3875,0,3875,1352,2523,3,2026-05-03,19:33:00,5,,,takeaway,completed,0,Debit Card,20.000000,20.000000,Server 05,2026-05,6,19,full_price
109745,13125,0,13125,4690,8435,9,2026-05-03,19:38:00,7,13.000000,4.000000,dine_in,completed,0,Credit Card,23.000000,63.000000,Server 07,2026-05,6,19,full_price
109746,4825,0,4825,1498,3327,4,2026-05-03,19:41:00,8,2.000000,2.000000,dine_in,completed,0,Credit Card,22.000000,56.000000,Server 08,2026-05,6,19,full_price
109747,6725,0,6725,1935,4790,6,2026-05-03,19:42:00,7,4.000000,2.000000,dine_in,completed,0,Credit Card,19.000000,66.000000,Server 07,2026-05,6,19,full_price
109748,4100,0,4100,1258,2842,3,2026-05-03,19:57:00,9,5.000000,2.000000,dine_in,completed,0,Credit Card,26.000000,81.000000,Server 09,2026-05,6,19,full_price
109749,13900,0,13900,4472,9428,10,2026-05-03,19:58:00,8,,,takeaway,completed,0,Credit Card,27.000000,27.000000,Server 08,2026-05,6,19,full_price
109750,10875,0,10875,3546,7329,7,2026-05-03,19:58:00,4,10.000000,4.000000,dine_in,completed,0,Credit Card,14.000000,55.000000,Server 04,2026-05,6,19,full_price
109751,11250,1126,10124,4316,5808,7,2026-05-03,20:04:00,4,11.000000,3.000000,dine_in,completed,10,Debit Card,16.000000,68.000000,Server 04,2026-05,6,20,discounted
109752,9325,0,9325,3026,6299,7,2026-05-03,20:15:00,6,,,takeaway,completed,0,Debit Card,24.000000,24.000000,Server 06,2026-05,6,20,full_price
109753,7050,0,7050,2444,4606,4,2026-05-03,20:25:00,6,,,takeaway,completed,0,Credit Card,22.000000,22.000000,Server 06,2026-05,6,20,full_price
109754,7375,0,7375,2465,4910,5,2026-05-03,20:32:00,7,1.000000,2.000000,dine_in,completed,0,Debit Card,14.000000,76.000000,Server 07,2026-05,6,20,full_price
109755,5525,0,5525,1758,3767,4,2026-05-03,20:37:00,7,,,takeaway,completed,0,Credit Card,21.000000,21.000000,Server 07,2026-05,6,20,full_price
109756,8475,0,8475,2819,5656,6,2026-05-03,20:39:00,5,9.000000,3.000000,dine_in,completed,0,Credit Card,19.000000,66.000000,Server 05,2026-05,6,20,full_price
109757,14450,1447,13003,4898,8105,11,2026-05-03,20:49:00,4,12.000000,4.000000,dine_in,completed,10,Credit Card,20.000000,42.000000,Server 04,2026-05,6,20,discounted
109758,7550,755,6795,2548,4247,5,2026-05-03,20:59:00,5,,,takeaway,completed,10,Cash,24.000000,24.000000,Server 05,2026-05,6,20,discounted
109759,5475,0,5475,1768,3707,4,2026-05-03,20:59:00,5,2.000000,2.000000,dine_in,completed,0,Debit Card,9.000000,65.000000,Server 05,2026-05,6,20,full_price
109760,5200,0,5200,1768,3432,3,2026-05-03,21:15:00,5,,,takeaway,completed,0,Debit Card,29.000000,29.000000,Server 05,2026-05,6,21,full_price
109761,7850,0,7850,2620,5230,6,2026-05-03,21:24:00,4,3.000000,2.000000,dine_in,completed,0,Debit Card,15.000000,79.000000,Server 04,2026-05,6,21,full_price
109762,3675,0,3675,1196,2479,3,2026-05-03,21:33:00,4,4.000000,1.000000,dine_in,completed,0,Cash,19.000000,68.000000,Server 04,2026-05,6,21,full_price
109763,4825,484,4341,1528,2813,4,2026-05-03,21:40:00,7,,,takeaway,completed,10,Debit Card,26.000000,26.000000,Server 07,2026-05,6,21,discounted
109764,1900,380,1520,572,948,1,2026-05-04,11:15:00,6,1.000000,1.000000,dine_in,completed,20,Credit Card,7.000000,75.000000,Server 06,2026-05,0,11,discounted
109765,11900,0,11900,4472,7428,6,2026-05-04,11:18:00,8,,,takeaway,completed,0,Credit Card,17.000000,17.000000,Server 08,2026-05,0,11,full_price
109766,4300,430,3870,1456,2414,2,2026-05-04,11:27:00,7,,,takeaway,completed,10,Cash,27.000000,27.000000,Server 07,2026-05,0,11,discounted
109767,9900,0,9900,3182,6718,6,2026-05-04,11:31:00,5,,,takeaway,completed,0,Debit Card,25.000000,25.000000,Server 05,2026-05,0,11,full_price
109768,12650,0,12650,4149,8501,10,2026-05-04,11:34:00,6,9.000000,4.000000,dine_in,completed,0,Cash,16.000000,68.000000,Server 06,2026-05,0,11,full_price
109769,11725,1173,10552,4296,6256,7,2026-05-04,11:40:00,8,10.000000,4.000000,dine_in,completed,10,Credit Card,16.000000,68.000000,Server 08,2026-05,0,11,discounted
109770,5550,0,5550,2132,3418,3,2026-05-04,12:17:00,6,2.000000,2.000000,dine_in,completed,0,Credit Card,15.000000,58.000000,Server 06,2026-05,0,12,full_price
109771,13150,0,13150,3967,9183,11,2026-05-04,12:19:00,5,11.000000,4.000000,dine_in,completed,0,Debit Card,22.000000,56.000000,Server 05,2026-05,0,12,full_price
109772,6475,0,6475,2039,4436,5,2026-05-04,12:23:00,6,3.000000,2.000000,dine_in,completed,0,Debit Card,24.000000,60.000000,Server 06,2026-05,0,12,full_price
109773,5375,0,5375,1820,3555,4,2026-05-04,12:38:00,8,1.000000,2.000000,dine_in,completed,0,Debit Card,21.000000,81.000000,Server 08,2026-05,0,12,full_price
109774,9950,996,8954,2996,5958,7,2026-05-04,12:50:00,9,9.000000,4.000000,dine_in,completed,10,Debit Card,21.000000,49.000000,Server 09,2026-05,0,12,discounted
109775,10600,0,10600,3817,6783,7,2026-05-04,12:51:00,5,10.000000,3.000000,dine_in,completed,0,Credit Card,22.000000,71.000000,Server 05,2026-05,0,12,full_price
109776,10025,0,10025,3801,6224,5,2026-05-04,13:05:00,5,,,takeaway,completed,0,Credit Card,27.000000,27.000000,Server 05,2026-05,0,13,full_price
109777,9525,0,9525,3067,6458,8,2026-05-04,13:19:00,7,11.000000,3.000000,dine_in,completed,0,Credit Card,13.000000,64.000000,Server 07,2026-05,0,13,full_price
109778,7175,718,6457,2350,4107,6,2026-05-04,13:23:00,9,2.000000,2.000000,dine_in,completed,10,Credit Card,18.000000,62.000000,Server 09,2026-05,0,13,discounted
109779,5150,0,5150,1934,3216,3,2026-05-04,13:29:00,10,3.000000,2.000000,dine_in,completed,0,Debit Card,22.000000,79.000000,Server 10,2026-05,0,13,full_price
109780,4375,875,3500,1352,2148,3,2026-05-04,13:31:00,6,4.000000,2.000000,dine_in,completed,20,Credit Card,18.000000,47.000000,Server 06,2026-05,0,13,discounted
109781,14100,1413,12687,4378,8309,11,2026-05-04,13:36:00,6,,,takeaway,completed,10,Cash,22.000000,22.000000,Server 06,2026-05,0,13,discounted
109782,13000,1300,11700,4368,7332,9,2026-05-04,13:42:00,7,,,takeaway,completed,10,Debit Card,19.000000,19.000000,Server 07,2026-05,0,13,discounted
109783,2700,0,2700,780,1920,2,2026-05-04,14:02:00,5,1.000000,1.000000,dine_in,completed,0,Cash,20.000000,56.000000,Server 05,2026-05,0,14,full_price
109784,8725,1745,6980,2808,4172,5,2026-05-04,14:05:00,6,,,takeaway,completed,20,Credit Card,25.000000,25.000000,Server 06,2026-05,0,14,discounted
109785,8650,866,7784,2766,5018,6,2026-05-04,14:20:00,6,9.000000,3.000000,dine_in,completed,10,Cash,9.000000,72.000000,Server 06,2026-05,0,14,discounted
109786,6275,0,6275,1914,4361,5,2026-05-04,14:32:00,5,,,takeaway,completed,0,Debit Card,18.000000,18.000000,Server 05,2026-05,0,14,full_price
109787,12700,0,12700,4113,8587,10,2026-05-04,15:40:00,10,9.000000,4.000000,dine_in,completed,0,Credit Card,16.000000,49.000000,Server 10,2026-05,0,15,full_price
109788,3800,0,3800,1014,2786,4,2026-05-04,17:06:00,8,1.000000,1.000000,dine_in,completed,0,Debit Card,24.000000,75.000000,Server 08,2026-05,0,17,full_price
109789,3500,0,3500,1030,2470,3,2026-05-04,17:41:00,7,2.000000,1.000000,dine_in,completed,0,Credit Card,15.000000,73.000000,Server 07,2026-05,0,17,full_price
109790,11425,0,11425,4191,7234,6,2026-05-04,17:56:00,6,,,takeaway,completed,0,Credit Card,22.000000,22.000000,Server 06,2026-05,0,17,full_price
109791,13125,0,13125,4212,8913,10,2026-05-04,18:07:00,9,9.000000,4.000000,dine_in,completed,0,Credit Card,17.000000,59.000000,Server 09,2026-05,0,18,full_price
109792,9575,959,8616,3390,5226,6,2026-05-04,18:08:00,5,,,takeaway,completed,10,Credit Card,23.000000,23.000000,Server 05,2026-05,0,18,discounted
109793,11075,0,11075,3593,7482,9,2026-05-04,18:13:00,5,,,takeaway,completed,0,Debit Card,19.000000,19.000000,Server 05,2026-05,0,18,full_price
109794,12925,0,12925,4176,8749,10,2026-05-04,18:14:00,9,10.000000,4.000000,dine_in,completed,0,Debit Card,19.000000,86.000000,Server 09,2026-05,0,18,full_price
109795,8250,0,8250,2548,5702,5,2026-05-04,18:16:00,7,,,takeaway,completed,0,Credit Card,28.000000,28.000000,Server 07,2026-05,0,18,full_price
109796,4900,980,3920,1560,2360,3,2026-05-04,18:21:00,10,1.000000,2.000000,dine_in,completed,20,Credit Card,15.000000,54.000000,Server 10,2026-05,0,18,discounted
109797,6650,1330,5320,2080,3240,5,2026-05-04,18:23:00,5,3.000000,2.000000,dine_in,completed,20,Debit Card,19.000000,60.000000,Server 05,2026-05,0,18,discounted
109798,7175,0,7175,2413,4762,5,2026-05-04,18:28:00,8,4.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,69.000000,Server 08,2026-05,0,18,full_price
109799,7450,746,6704,2672,4032,6,2026-05-04,18:29:00,8,5.000000,2.000000,dine_in,completed,10,Credit Card,14.000000,66.000000,Server 08,2026-05,0,18,discounted
109800,11000,2200,8800,3696,5104,8,2026-05-04,18:38:00,5,11.000000,4.000000,dine_in,completed,20,Credit Card,16.000000,63.000000,Server 05,2026-05,0,18,discounted
109801,7550,0,7550,2652,4898,5,2026-05-04,18:45:00,6,6.000000,2.000000,dine_in,completed,0,Credit Card,19.000000,62.000000,Server 06,2026-05,0,18,full_price
109802,6000,0,6000,1882,4118,5,2026-05-04,18:54:00,8,,,takeaway,completed,0,Debit Card,22.000000,22.000000,Server 08,2026-05,0,18,full_price
109803,6200,0,6200,1975,4225,5,2026-05-04,18:54:00,8,2.000000,2.000000,dine_in,completed,0,Debit Card,19.000000,71.000000,Server 08,2026-05,0,18,full_price
109804,4900,0,4900,1669,3231,3,2026-05-04,18:57:00,10,7.000000,2.000000,dine_in,completed,0,Credit Card,21.000000,66.000000,Server 10,2026-05,0,18,full_price
109805,5250,0,5250,1778,3472,3,2026-05-04,18:57:00,7,8.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,42.000000,Server 07,2026-05,0,18,full_price
109806,6700,671,6029,2319,3710,5,2026-05-04,19:00:00,9,12.000000,2.000000,dine_in,completed,10,Credit Card,18.000000,93.000000,Server 09,2026-05,0,19,discounted
109807,5450,0,5450,1789,3661,4,2026-05-04,19:15:00,9,1.000000,2.000000,dine_in,completed,0,Credit Card,16.000000,71.000000,Server 09,2026-05,0,19,full_price
109808,8825,0,8825,2892,5933,6,2026-05-04,19:17:00,6,9.000000,3.000000,dine_in,completed,0,Credit Card,12.000000,40.000000,Server 06,2026-05,0,19,full_price
109809,17925,0,17925,5532,12393,15,2026-05-04,19:19:00,9,21.000000,6.000000,dine_in,completed,0,Credit Card,17.000000,92.000000,Server 09,2026-05,0,19,full_price
109810,11300,0,11300,3692,7608,9,2026-05-04,19:22:00,9,13.000000,4.000000,dine_in,completed,0,Credit Card,21.000000,54.000000,Server 09,2026-05,0,19,full_price
109811,10950,0,10950,4035,6915,6,2026-05-04,19:24:00,10,,,takeaway,completed,0,Credit Card,26.000000,26.000000,Server 10,2026-05,0,19,full_price
109812,5350,537,4813,1674,3139,4,2026-05-04,19:30:00,7,,,takeaway,completed,10,Credit Card,16.000000,16.000000,Server 07,2026-05,0,19,discounted
109813,6250,0,6250,2392,3858,3,2026-05-04,19:36:00,7,3.000000,2.000000,dine_in,completed,0,Credit Card,13.000000,63.000000,Server 07,2026-05,0,19,full_price
109814,6525,0,6525,2174,4351,5,2026-05-04,19:44:00,9,4.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,39.000000,Server 09,2026-05,0,19,full_price
109815,4875,0,4875,1456,3419,4,2026-05-04,19:45:00,7,5.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,76.000000,Server 07,2026-05,0,19,full_price
109816,12200,0,12200,4098,8102,9,2026-05-04,19:51:00,6,,,takeaway,completed,0,Cash,16.000000,16.000000,Server 06,2026-05,0,19,full_price
109817,5450,546,4904,1768,3136,4,2026-05-04,19:54:00,9,6.000000,2.000000,dine_in,completed,10,Credit Card,17.000000,72.000000,Server 09,2026-05,0,19,discounted
109818,12150,0,12150,3901,8249,9,2026-05-04,19:59:00,6,9.000000,4.000000,dine_in,completed,0,Cash,18.000000,61.000000,Server 06,2026-05,0,19,full_price
109819,6375,640,5735,1924,3811,6,2026-05-04,20:29:00,5,1.000000,2.000000,dine_in,completed,10,Debit Card,22.000000,55.000000,Server 05,2026-05,0,20,discounted
109820,7825,784,7041,2610,4431,6,2026-05-04,20:35:00,5,2.000000,2.000000,dine_in,completed,10,Credit Card,13.000000,85.000000,Server 05,2026-05,0,20,discounted
109821,7550,1510,6040,2496,3544,5,2026-05-04,20:37:00,8,10.000000,3.000000,dine_in,completed,20,Debit Card,9.000000,87.000000,Server 08,2026-05,0,20,discounted
109822,6050,606,5444,1684,3760,6,2026-05-04,20:39:00,10,3.000000,2.000000,dine_in,completed,10,Cash,14.000000,41.000000,Server 10,2026-05,0,20,discounted
109823,3500,0,3500,1227,2273,3,2026-05-04,20:52:00,8,4.000000,1.000000,dine_in,completed,0,Debit Card,19.000000,61.000000,Server 08,2026-05,0,20,full_price
109824,4675,0,4675,1394,3281,4,2026-05-04,20:53:00,9,7.000000,2.000000,dine_in,completed,0,Credit Card,17.000000,67.000000,Server 09,2026-05,0,20,full_price
109825,5625,1125,4500,1716,2784,5,2026-05-04,21:16:00,7,5.000000,2.000000,dine_in,completed,20,Debit Card,24.000000,64.000000,Server 07,2026-05,0,21,discounted
109826,8800,1760,7040,3744,3296,4,2026-05-04,21:31:00,5,,,takeaway,completed,20,Debit Card,15.000000,15.000000,Server 05,2026-05,0,21,discounted
109827,4425,0,4425,1342,3083,3,2026-05-04,21:43:00,8,1.000000,2.000000,dine_in,completed,0,Credit Card,17.000000,59.000000,Server 08,2026-05,0,21,full_price
109828,13500,0,13500,5024,8476,8,2026-05-04,21:52:00,9,9.000000,4.000000,dine_in,completed,0,Credit Card,19.000000,55.000000,Server 09,2026-05,0,21,full_price
109829,19625,0,19625,6895,12730,13,2026-05-04,21:56:00,7,21.000000,6.000000,dine_in,completed,0,Credit Card,25.000000,70.000000,Server 07,2026-05,0,21,full_price
109830,7675,769,6906,2434,4472,6,2026-05-04,21:57:00,7,11.000000,3.000000,dine_in,completed,10,Credit Card,15.000000,81.000000,Server 07,2026-05,0,21,discounted
109831,6325,0,6325,2236,4089,4,2026-05-05,11:10:00,10,1.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,67.000000,Server 10,2026-05,1,11,full_price
109832,15950,0,15950,5179,10771,12,2026-05-05,11:33:00,8,21.000000,5.000000,dine_in,completed,0,Credit Card,17.000000,83.000000,Server 08,2026-05,1,11,full_price
109833,6575,0,6575,1965,4610,6,2026-05-05,11:40:00,6,2.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,82.000000,Server 06,2026-05,1,11,full_price
109834,4700,0,4700,1820,2880,3,2026-05-05,11:40:00,10,,,takeaway,completed,0,Credit Card,28.000000,28.000000,Server 10,2026-05,1,11,full_price
109835,14250,0,14250,4607,9643,11,2026-05-05,12:24:00,10,22.000000,5.000000,dine_in,completed,0,Debit Card,27.000000,71.000000,Server 10,2026-05,1,12,full_price
109836,12075,1209,10866,4092,6774,9,2026-05-05,12:41:00,9,9.000000,4.000000,dine_in,completed,10,Credit Card,23.000000,48.000000,Server 09,2026-05,1,12,discounted
109837,5125,513,4612,1570,3042,4,2026-05-05,12:45:00,11,1.000000,2.000000,dine_in,completed,10,Cash,15.000000,61.000000,Server 11,2026-05,1,12,discounted
109838,10175,0,10175,3296,6879,8,2026-05-05,12:56:00,11,10.000000,4.000000,dine_in,completed,0,Debit Card,24.000000,47.000000,Server 11,2026-05,1,12,full_price
109839,6400,0,6400,2059,4341,5,2026-05-05,13:17:00,9,2.000000,2.000000,dine_in,completed,0,Debit Card,21.000000,61.000000,Server 09,2026-05,1,13,full_price
109840,9325,0,9325,2840,6485,8,2026-05-05,13:21:00,11,11.000000,3.000000,dine_in,completed,0,Credit Card,22.000000,46.000000,Server 11,2026-05,1,13,full_price
109841,8725,0,8725,2761,5964,7,2026-05-05,13:26:00,11,12.000000,3.000000,dine_in,completed,0,Credit Card,15.000000,83.000000,Server 11,2026-05,1,13,full_price
109842,9425,0,9425,3068,6357,7,2026-05-05,13:50:00,6,9.000000,3.000000,dine_in,completed,0,Debit Card,18.000000,72.000000,Server 06,2026-05,1,13,full_price
109843,10500,0,10500,3588,6912,7,2026-05-05,13:54:00,6,,,takeaway,completed,0,Debit Card,15.000000,15.000000,Server 06,2026-05,1,13,full_price
109844,1900,0,1900,572,1328,1,2026-05-05,13:54:00,9,1.000000,1.000000,dine_in,completed,0,Cash,18.000000,57.000000,Server 09,2026-05,1,13,full_price
